name,gender,place_of_birth,birthday,profile_url,popularity,latitude,longitude
Walt Curtis,2,Portland Oregon USA,04/07/1941,https://www.themoviedb.org/person/5217,0.006292641,45.5202471,-122.6741949
John Fiedler,2,Platteville Wisconsin USA,03/02/1925,https://www.themoviedb.org/person/5247,160.0214,42.7342942,-90.4784451
Lee J. Cobb,2,New York City New York USA,08/12/1911,https://www.themoviedb.org/person/5248,564.3960608,40.7127281,-74.0060152
E.G. Marshall,2,Owatonna Minnesota USA,18/06/1914,https://www.themoviedb.org/person/5249,136.8424224,44.0839937,-93.2261076
Jack Klugman,2,philadelphia PA USA,27/04/1922,https://www.themoviedb.org/person/5250,45.52206494,39.9527237,-75.1635262
Jack Warden,2,Newark New Jersey USA ,18/09/1920,https://www.themoviedb.org/person/5251,189.2376537,40.735657,-74.1723667
Joseph Sweeney,2,Philadelphia Pennsylvania USA,1884-07-26,https://www.themoviedb.org/person/5252,47.65519152,39.9527237,-75.1635262
Robert Webber,2,Santa Ana California USA ,14/10/1924,https://www.themoviedb.org/person/5255,59.46110791,33.7494951,-117.8732213
Denzel Washington,2,Mount Vernon New York USA,28/12/1954,https://www.themoviedb.org/person/5292,4984.413811,40.9125815,-73.8370786
Willem Dafoe,2,Appleton Wisconsin USA,22/07/1955,https://www.themoviedb.org/person/5293,4565.733626,44.2613967,-88.4069744
Carlos Andrés Gómez,0,New York City - New York - USA,23/12/1981,https://www.themoviedb.org/person/5295,27.61163599,40.7127281,-74.0060152
James Ransone,2,Baltimore Maryland USA,02/06/1979,https://www.themoviedb.org/person/5296,153.0130342,39.2908816,-76.610759
Bernie Rachelle,2,New York City - New York - USA,07/10/1939,https://www.themoviedb.org/person/5297,37.08213909,40.7127281,-74.0060152
Victor Colicchio,2,New York New York USA,13/08/1953,https://www.themoviedb.org/person/5298,153.1098622,36.1021436,-115.1744946
Cassandra Freeman,1,West Palm Beach Florida USA,01/10/1978,https://www.themoviedb.org/person/5299,29.00584922,26.715364,-80.0532942
Peter Frechette,2,Warwick Rhode Island USA,03/10/1956,https://www.themoviedb.org/person/5300,34.21804362,41.7002024,-71.4161108
Gaelan Connell,2,Washington District of Columbia USA,19/05/1989,https://www.themoviedb.org/person/5317,17.36139604,38.8950368,-77.0365427
Meg Ryan,1,Fairfield Connecticut USA,19/11/1961,https://www.themoviedb.org/person/5344,222.2115552,41.2943069,-73.37486
Dan Futterman,2,Silver Spring Maryland USA,08/06/1967,https://www.themoviedb.org/person/5346,48.77420738,38.9997621,-77.0240371
Kate Shindle,1,Toledo Ohio USA,31/01/1977,https://www.themoviedb.org/person/5351,5.695892231,41.6529143,-83.5378173
David Wilson Barnes,2,San Diego California USA,30/10/1972,https://www.themoviedb.org/person/5352,19.88041333,32.7174202,-117.1627728
Michael J. Burg,2,Kansas City Missouri USA,28/12/1968,https://www.themoviedb.org/person/5353,40.39982858,39.100105,-94.5781416
Clifton Collins Jr.,2,Los Angeles California USA,16/06/1970,https://www.themoviedb.org/person/5365,681.3466877,34.0536909,-118.242766
Zach Braff,2,South Orange New Jersey USA,06/04/1975,https://www.themoviedb.org/person/5367,188.9254687,40.7474966,-74.2635376
Austin Lysy,0,Champaign-Urbana - Illinois - USA,19/04/1977,https://www.themoviedb.org/person/5370,41.08396312,40.1157948,-88.241194
Ron Leibman,2,New York City New York USA,11/10/1937,https://www.themoviedb.org/person/5372,13.0040569,40.7127281,-74.0060152
Trisha LaFache,1,Utica New York USA,12/05/1976,https://www.themoviedb.org/person/5373,14.36790814,43.1009031,-75.2326641
Jim Parsons,2,Houston Texas USA,24/03/1973,https://www.themoviedb.org/person/5374,590.4531764,29.7589382,-95.3676974
Geoffrey Arend,2,Manhattan New York USA,28/02/1978,https://www.themoviedb.org/person/5375,97.90609738,40.7896239,-73.9598939
Jean Smart,1,Seattle Washington USA,13/09/1951,https://www.themoviedb.org/person/5376,137.2448337,47.6038321,-122.3300624
Ato Essandoh,2,Schenectady - New York - USA,29/07/1972,https://www.themoviedb.org/person/5377,281.6401187,42.8142432,-73.9395687
Method Man,2,Staten Island New York USA,01/04/1971,https://www.themoviedb.org/person/5384,104.3443342,40.5834557,-74.1496048
Richard Basehart,2,Zanesville Ohio USA,13/08/1914,https://www.themoviedb.org/person/5403,36.6833052,39.9403453,-82.0131924
Sanaa Lathan,1,New York City New York USA,19/09/1971,https://www.themoviedb.org/person/5411,210.9868039,40.7127281,-74.0060152
Roy Atwell,2,Syracuse New York USA,1878-05-02,https://www.themoviedb.org/person/5457,34.82780051,43.0481221,-76.1474244
Adriana Caselotti,1,Bridgeport Connecticut U.S.A.,16/05/1916,https://www.themoviedb.org/person/5460,84.01674458,0,0
Eddie Collins,2,Atlantic City - New Jersey - USA,1883-01-30,https://www.themoviedb.org/person/5461,36.71630068,39.3642852,-74.4229351
Pinto Colvig,2,Jacksonville Oregon USA,1892-09-11,https://www.themoviedb.org/person/5462,127.4247182,42.314411,-122.965346
Marion Darlington,1,Monrovia California USA,07/11/1910,https://www.themoviedb.org/person/5463,120.5994053,34.1483499,-118.0014517
Billy Gilbert,2,Louisville Kentucky USA,1894-09-12,https://www.themoviedb.org/person/5464,69.3514305,38.2542376,-85.759407
Otis Harlan,2,Zanesville Ohio USA,1865-12-28,https://www.themoviedb.org/person/5465,61.70012987,39.9403453,-82.0131924
Bill Nunn,2,Pittsburgh Pennsylvania USA,20/10/1953,https://www.themoviedb.org/person/5502,453.2530104,40.3693889,-80.6243098
James Coburn,2,Laurel Nebraska USA,31/08/1928,https://www.themoviedb.org/person/5563,334.194895,42.4294449,-97.0897704
Val Kilmer,2,Los Angeles California USA,31/12/1959,https://www.themoviedb.org/person/5576,1623.233654,34.0536909,-118.242766
Chris O'Donnell,2,Winnetka Illinois USA,26/06/1970,https://www.themoviedb.org/person/5577,209.9618975,42.1080703,-87.7365286
Debi Mazar,1,New York City New York USA,13/08/1964,https://www.themoviedb.org/person/5578,170.0704614,40.7127281,-74.0060152
Hank Azaria,2,Queens New York USA,25/04/1964,https://www.themoviedb.org/person/5587,1075.413185,40.7135078,-73.8283132
Alicia Silverstone,1,San Francisco California USA,04/10/1976,https://www.themoviedb.org/person/5588,124.4597831,37.7790262,-122.419906
John Glover,2,Salisbury Maryland USA,07/08/1944,https://www.themoviedb.org/person/5589,124.1007235,38.366027,-75.6009964
Richard Farnsworth,2,Los Angeles California USA,01/09/1920,https://www.themoviedb.org/person/5605,394.9547534,34.0536909,-118.242766
Sissy Spacek,1,Quitman Texas USA,25/12/1949,https://www.themoviedb.org/person/5606,1223.751157,32.7957722,-95.4518285
Jack Walsh,2, Los Angeles California USA,14/11/1933,https://www.themoviedb.org/person/5613,63.13457264,34.0536909,-118.242766
Everett McGill,2,Miami Beach Florida USA,21/10/1945,https://www.themoviedb.org/person/5616,217.1689294,25.7929198,-80.1353006
Kevin Farley,2,Madison Wisconsin USA,08/06/1965,https://www.themoviedb.org/person/5620,36.86357703,43.074761,-89.3837613
John Farley,2,Madison Wisconsin USA,29/10/1968,https://www.themoviedb.org/person/5621,108.2841903,43.074761,-89.3837613
Anjelica Huston,1,Santa Monica California USA,08/07/1951,https://www.themoviedb.org/person/5657,644.8969599,34.0194704,-118.4912273
Matthew Gray Gubler,2,Las Vegas Nevada USA,09/03/1980,https://www.themoviedb.org/person/5661,132.638879,36.1672559,-115.148516
Robert Forster,2,Rochester New York USA,13/07/1941,https://www.themoviedb.org/person/5694,1051.592799,43.157285,-77.615214
Sid Haig,2,Fresno California USA,14/07/1939,https://www.themoviedb.org/person/5695,218.0027972,36.7394421,-119.7848307
Patti LuPone,1,Northport Long Island New York USA,21/04/1949,https://www.themoviedb.org/person/5699,95.79369613,0,0
Esther Rolle,1,Pompano Beach Florida USA,08/11/1920,https://www.themoviedb.org/person/5700,25.50239258,26.2378597,-80.1247667
Chris Wedge,2,Binghamton New York USA,20/03/1957,https://www.themoviedb.org/person/5713,222.6110575,42.0987125,-75.9125262
Denis Leary,2,Worcester Massachusetts USA,18/08/1957,https://www.themoviedb.org/person/5724,457.3005606,42.2625621,-71.8018877
Cedric the Entertainer,2,Jefferson City Missouri USA,24/04/1964,https://www.themoviedb.org/person/5726,385.4430241,38.577359,-92.1724265
Diedrich Bader,2,Alexandria Virginia USA,24/12/1966,https://www.themoviedb.org/person/5727,248.694955,38.8051095,-77.0470229
Kim Novak,1,Chicago Illinois USA,13/02/1933,https://www.themoviedb.org/person/5729,1538.380087,41.8755616,-87.6244212
Barbara Bel Geddes,1,New York City New York USA,31/10/1922,https://www.themoviedb.org/person/5730,31.72969746,40.7127281,-74.0060152
Henry Jones,2,Philadelphia Pennsylvania U.S.,01/08/1912,https://www.themoviedb.org/person/5732,58.81794305,39.9512762,-75.16426792
Raymond Bailey,2, San Francisco California USA,06/05/1904,https://www.themoviedb.org/person/5737,56.10921147,37.7790262,-122.419906
Ellen Corby,1,Racine Wisconsin USA,03/06/1911,https://www.themoviedb.org/person/5738,317.7749229,42.7260523,-87.7825242
Lee Patrick,1,New York City New York USA,22/11/1901,https://www.themoviedb.org/person/5740,547.6683711,40.7127281,-74.0060152
James Cagney,2,New York City New York USA,1899-07-17,https://www.themoviedb.org/person/5788,17.61365227,40.7127281,-74.0060152
Pamela Tiffin,1,Oklahoma City Oklahoma USA,13/10/1942,https://www.themoviedb.org/person/5790,4.564524338,35.4729886,-97.5170536
Arlene Francis,1,Boston Massachusetts USA,20/10/1907,https://www.themoviedb.org/person/5791,3.248318984,42.3554334,-71.060511
Howard St. John,2,Chicago Illinois U.S.,09/10/1905,https://www.themoviedb.org/person/5792,12.95717672,41.8872214,-87.6297412
Ed Wynn,2,Philadelphia Pennsylvania USA ,1886-11-09,https://www.themoviedb.org/person/5833,57.18917163,39.9527237,-75.1635262
Jaime King,1,Omaha Nebraska USA,23/04/1979,https://www.themoviedb.org/person/5915,276.7301356,41.2587459,-95.9383758
Rosario Dawson,1,New York City New York USA,09/05/1979,https://www.themoviedb.org/person/5916,749.6909148,40.7127281,-74.0060152
Seymour Cassel,2,Detroit Michigan USA,22/01/1935,https://www.themoviedb.org/person/5950,150.3156597,42.3315509,-83.0466403
Hilary Duff,1,Houston Texas USA,28/09/1987,https://www.themoviedb.org/person/5958,62.7462814,29.7589382,-95.3676974
Mary Kay Place,1,Tulsa Oklahoma USA,23/09/1947,https://www.themoviedb.org/person/5960,462.9600213,36.13334,-95.9224992
Patricia Rae,1,Manhattan - New York City - New York - USA,,https://www.themoviedb.org/person/5973,19.7285743,40.7896239,-73.9598939
Maggie Roswell,1,Los Angeles California USA,14/11/1952,https://www.themoviedb.org/person/6007,45.40117988,34.0536909,-118.242766
Harry Shearer,2,Los Angeles California USA,23/12/1943,https://www.themoviedb.org/person/6008,339.0632952,34.0536909,-118.242766
Pamela Hayden,1,Windham Maine U.S.,28/11/1953,https://www.themoviedb.org/person/6009,57.72805766,43.7371196,-70.4256289
Russi Taylor,1,Cambridge Massachusetts USA,04/05/1944,https://www.themoviedb.org/person/6035,144.2527168,42.3750997,-71.1056157
Marcia Wallace,1,Creston Iowa USA,01/11/1942,https://www.themoviedb.org/person/6036,91.99337474,41.0585878,-94.361397
Dennis Quaid,2,Houston Texas USA,09/04/1954,https://www.themoviedb.org/person/6065,1540.247479,29.7589382,-95.3676974
Dash Mihok,2,New York City New York USA,24/05/1974,https://www.themoviedb.org/person/6066,576.4085664,40.7127281,-74.0060152
Jay O. Sanders,2,Austin Texas USA,16/04/1953,https://www.themoviedb.org/person/6067,246.1192011,30.2711286,-97.7436995
Sela Ward,1,Meridian Mississippi USA,11/07/1956,https://www.themoviedb.org/person/6068,208.3163985,32.3643098,-88.703656
Austin Nichols,2,Ann Arbor Michigan USA,24/04/1980,https://www.themoviedb.org/person/6069,64.34382559,42.2681569,-83.7312291
Arjay Smith,2,Redlands California USA,27/11/1983,https://www.themoviedb.org/person/6070,40.78905514,34.0550328,-117.1827445
Lex Barker,2,Rye New York USA,08/05/1919,https://www.themoviedb.org/person/6102,16.08045034,40.9808209,-73.684294
Richard Lewis,2,Brooklyn - New York - USA,29/06/1947,https://www.themoviedb.org/person/6105,21.38583026,40.6526006,-73.9497211
Steven Weber,2,Briarwood Queens New York USA,04/03/1961,https://www.themoviedb.org/person/6106,42.08095212,40.7092563,-73.8201394
Emily Procter,1,Raleigh North Carolina USA,08/10/1968,https://www.themoviedb.org/person/6108,28.22516847,35.7803977,-78.6390989
Graham Beckel,2,Old Lyme Connecticut USA,22/12/1949,https://www.themoviedb.org/person/6110,207.0178809,41.3159315,-72.3289715
Jennifer Connelly,1,Cairo New York USA,12/12/1970,https://www.themoviedb.org/person/6161,1426.686365,42.3040807,-74.01013495
Adam Goldberg,2,Santa Monica California USA,25/10/1970,https://www.themoviedb.org/person/6163,238.9544318,34.0194704,-118.4912273
Josh Lucas,2,Little Rock Arkansas USA,20/06/1971,https://www.themoviedb.org/person/6164,581.7183946,34.7465071,-92.2896267
Anthony Rapp,2,Chicago Illinois USA,26/10/1971,https://www.themoviedb.org/person/6165,93.29666575,41.8755616,-87.6244212
Judd Hirsch,2, New York City USA,15/03/1935,https://www.themoviedb.org/person/6167,1394.507254,40.7127281,-74.0060152
Austin Pendleton,2,Warren Ohio USA,27/03/1940,https://www.themoviedb.org/person/6168,464.267998,41.237557,-80.818417
Tanya Clarke,1,Chicago Illinois USA,02/02/1972,https://www.themoviedb.org/person/6172,64.81829071,41.8755616,-87.6244212
Roy Thinnes,2,Chicago Illinois USA,06/04/1938,https://www.themoviedb.org/person/6178,55.63284424,41.8755616,-87.6244212
Cheryl Howard,1,Glendale California USA,23/12/1953,https://www.themoviedb.org/person/6180,101.4289737,34.1469416,-118.2478471
Josh Pais,2,New York City New York USA,21/06/1964,https://www.themoviedb.org/person/6181,668.529688,40.7127281,-74.0060152
Leonardo DiCaprio,2,Los Angeles California USA,11/11/1974,https://www.themoviedb.org/person/6193,22403.70803,34.0536909,-118.242766
Claire Danes,1,Manhattan New York USA,12/04/1979,https://www.themoviedb.org/person/6194,135.4701672,40.7896239,-73.9598939
Harold Perrineau,2,Brooklyn New York USA,07/08/1963,https://www.themoviedb.org/person/6195,249.0150313,40.6526006,-73.9497211
Brian Dennehy,2,Bridgeport Connecticut USA,09/07/1938,https://www.themoviedb.org/person/6197,1931.855747,41.1670412,-73.2048348
Vondie Curtis-Hall,2,Detroit Michigan USA,30/09/1956,https://www.themoviedb.org/person/6198,124.5792461,42.3315509,-83.0466403
Diane Venora,1,East Hartford Connecticut USA,10/08/1952,https://www.themoviedb.org/person/6200,1212.239102,41.7823216,-72.6120346
Zak Orth,2,Libertyville - Illinois - USA,15/10/1970,https://www.themoviedb.org/person/6212,86.11280745,42.2830786,-87.9531303
Jamie Kennedy,2,Upper Darby Pennsylvania USA,25/05/1970,https://www.themoviedb.org/person/6213,1664.60528,39.9284459,-75.2737955
Mariska Hargitay,1,Santa Monica California USA,23/01/1964,https://www.themoviedb.org/person/6240,23.05164848,34.0194704,-118.4912273
Devon Aoki,1, New York City New York USA,10/08/1982,https://www.themoviedb.org/person/6278,120.905385,40.7127281,-74.0060152
Alexis Bledel,1,Houston Texas USA,16/09/1981,https://www.themoviedb.org/person/6279,75.99409947,29.7589382,-95.3676974
Powers Boothe,2,Snyder Texas U.S.,01/06/1948,https://www.themoviedb.org/person/6280,361.636273,32.7259414,-100.9420636
David Brisbin,2,Andrews West Texas USA,26/06/1952,https://www.themoviedb.org/person/6310,256.7229269,30.67354685,-96.37480908
Valente Rodriguez,2,Edcouch Texas USA,14/02/1961,https://www.themoviedb.org/person/6321,118.8555862,26.2939604,-97.9605575
Pat Skipper,2,Lakeland Florida USA,01/01/1958,https://www.themoviedb.org/person/6326,112.8123722,28.0394654,-81.9498042
Jane Fonda,1,New York City New York USA,21/12/1937,https://www.themoviedb.org/person/6352,190.7106552,40.7127281,-74.0060152
Charles Cioffi,2,New York City New York USA,31/10/1935,https://www.themoviedb.org/person/6354,28.13162269,40.7127281,-74.0060152
Roy Scheider,2,Orange New Jersey USA,10/11/1932,https://www.themoviedb.org/person/6355,1673.999361,40.7706562,-74.2326463
Dorothy Tristan,1,Yorkville Heights New York City New York USA,01/01/1942,https://www.themoviedb.org/person/6360,4.721643123,0,0
Desmond Harrington,2,Savannah Georgia USA,19/10/1976,https://www.themoviedb.org/person/6365,155.2754807,32.0809263,-81.0911768
Embeth Davidtz,1,Lafayette Indiana USA,11/08/1965,https://www.themoviedb.org/person/6368,892.3797266,40.4211664,-86.8943695
Aaron Eckhart,2,Cupertino California USA,12/03/1968,https://www.themoviedb.org/person/6383,1634.005643,37.3228934,-122.0322895
Richard Edson,2,New Rochelle - New York - USA,01/01/1954,https://www.themoviedb.org/person/6396,118.4458334,40.9115386,-73.7826363
Rammellzee,2,Far Rockaway Queens New York USA,,https://www.themoviedb.org/person/6399,2.666113259,40.6053825,-73.7551326
Marley Shelton,1,Los Angeles California USA,12/04/1974,https://www.themoviedb.org/person/6407,369.5233951,34.0536909,-118.242766
Nick Stahl,2,Harlingen Texas USA,05/12/1979,https://www.themoviedb.org/person/6408,3497.021203,26.1908241,-97.6959794
Sean Gullette,2,Boston Massachusetts USA,04/06/1968,https://www.themoviedb.org/person/6432,120.7853872,42.3554334,-71.060511
Ben Shenkman,2,New York City New York USA,26/09/1968,https://www.themoviedb.org/person/6437,259.052027,40.7127281,-74.0060152
Vivian Nathan,1,New York City New York USA,26/10/1916,https://www.themoviedb.org/person/6442,2.099224979,40.7127281,-74.0060152
Warren Beatty,2,Richmond Virginia U.S.,30/03/1937,https://www.themoviedb.org/person/6449,403.92863,37.5802898,-77.4686657
Faye Dunaway,1,Bascom Florida USA,14/01/1941,https://www.themoviedb.org/person/6450,1150.323864,30.9261012,-85.11721117
Michael J. Pollard,2,Passaic New Jersey USA,30/05/1939,https://www.themoviedb.org/person/6451,117.3286268,40.8567663,-74.1284764
Lester Flatt,2,Overton County Tennessee USA,19/06/1914,https://www.themoviedb.org/person/6456,0.022024243,36.3396292,-85.286641
Earl Scruggs,2,Cleveland County North Carolina USA,06/01/1924,https://www.themoviedb.org/person/6458,0.077320824,35.330702,-81.5507523
Estelle Parsons,1,Lynn Massachusetts USA,20/11/1927,https://www.themoviedb.org/person/6461,67.21829634,42.466763,-70.9494939
Dub Taylor,2,Richmond Virginia USA,26/02/1907,https://www.themoviedb.org/person/6463,110.4850077,37.5385087,-77.43428
